1,molecule,Formaldehyde,"4.0E-7, 4.0E-7","6( 5, 1)- 6( 5, 2)",-19.9242,,line_bottom,line_bottom2,CDMS
191,HDO,Water,"0.8923092, 0.8923092","8( 5, 3)- 8( 5, 4)",-9.0034,,1356.08579,1356.12861,JPL
192,CH3OH vt = 0-2,Methanol,"0.902201, 0.902201",37( 3) - -37( 3) + vt=1,-12.567,,2020.49161,2020.5349,JPL
193,NH3 v=0,Ammonia,"0.9275928, 0.9275928",23( 5)0a-23( 5)0s,-17.9258,,7465.46412,7465.50864,JPL
194,H2CO,Formaldehyde,"0.9393491, 0.9393491","52( 8,44)-52( 8,45)",-15.6213,,5548.2574,5548.30248,CDMS
195,CH3OH vt = 0-2,Methanol,"0.953339, 0.953339",21(a1) -22(a3) E1 vt=1 - vt=0,-16.6502,,1426.61826,1426.66401,JPL
196,CH3OH vt = 0-2,Methanol,"0.962347, 0.962347",4( 1) - - 4( 1) + vt=1,-10.14,,348.38776,348.43394,JPL
197,NH3 v=0,Ammonia,"0.9634335, 0.9634335",25(10)0a-25(10)0s,-18.7255,,8428.98534,8429.03157,JPL
198,HDO,Water,"0.9641909, 0.9641909","14( 7, 7)-14( 7, 8)",-11.8343,,3393.63644,3393.68272,JPL
199,NH3 v=0,Ammonia,"0.9672765000000001, 0.9672765",24( 8)0a-24( 8)0s,-18.171,,7927.94667,7927.99309,JPL
200,H2CO,Formaldehyde,"0.9740783, 0.9740783","25( 5,20)-25( 5,21)",-9.2327,,1430.32107,1430.36782,CDMS
201,CH3OH vt = 0-2,Methanol,"0.9823010000000001, 0.982301",4(-2) - 5(-5) E2 vt=2,-17.8172,,668.02029,668.06743,JPL
202,H2CO,Formaldehyde,"0.9891364, 0.9891364","17( 4,13)-17( 4,14)",-8.6999,,723.47072,723.51819,CDMS
203,CH3OH vt = 0-2,Methanol,"0.991369, 0.991369",18( 3) - -18( 3) + vt=0,-9.8234,,446.53193,446.5795,JPL
204,NH3 v=0,Ammonia,"1.0021059, 1.0021059",22( 1)0a-22( 1)0s,-18.4978,,6961.77164,6961.81974,JPL
205,NH3 v=0,Ammonia,"1.0144469, 1.0144469",26(12)0a-26(-12)0s,-18.9449,,8919.84371,8919.89239,JPL
206,CH3OH vt = 0-2,Methanol,"1.020184, 1.020184",28( 4) + -28( 4) - vt=0,-10.6167,,1021.88976,1021.93872,JPL
207,HDO,Water,"1.0261446, 1.0261446","11( 6, 5)-11( 6, 6)",-10.1667,,2258.95557,2259.00482,JPL
208,NH3 v=0,Ammonia,"1.0311982, 1.0311982",22( 2)0a-22( 2)0s,-17.8504,,6948.39541,6948.4449,JPL
209,CH3OH vt = 0-2,Methanol,"1.038991, 1.038991",38( 3) - -38( 3) + vt=1,-12.5812,,2108.09823,2108.14809,JPL
210,CH3OH vt = 0-2,Methanol,"1.0497, 1.0497",21( 3) + -22( 0) + vt=0,-16.2963,,585.5659,585.61627,JPL
211,CH3OH vt = 0-2,Methanol,"1.0610060000000001, 1.061006",19( 2) - -19( 2) + vt=1,-10.547,,738.14156,738.19248,JPL
212,H2CO,Formaldehyde,"1.0658686, 1.0658686","4( 2, 2)- 4( 2, 3)",-7.7097,,82.07096,82.12211,CDMS
213,H2CO,Formaldehyde,"1.0740627999999999, 1.0740628","43( 7,36)-43( 7,37)",-12.636,,3875.16181,3875.21336,CDMS
214,CH3OH vt = 0-2,Methanol,"1.0920699999999999, 1.09207",3( 1) - - 3( 1) + vt=2,-10.4081,,696.6302,696.68261,JPL
215,H2CO,Formaldehyde,"1.109961, 1.109961","34( 6,28)-34( 6,29)",-11.1248,,2501.49413,2501.54739,CDMS
216,H2CO,Formaldehyde,"1.1131897, 1.1131897","10( 3, 7)-10( 3, 8)",-7.5297,,298.36005,298.41347,CDMS
217,CH3OH vt = 0-2,Methanol,"1.1203699999999999, 1.12037",10( 2) + -10( 2) - vt=0,-9.537,,165.34761,165.40138,JPL
218,NH3 v=0,Ammonia,"1.1274139, 1.1274139",24( 9)0a-24(-9)0s,-17.5178,,7852.46498,7852.51909,JPL
219,NH3 v=0,Ammonia,"1.127907, 1.127907",27(14)0a-27(14)0s,-19.7231,,9400.44438,9400.49851,JPL
220,NH3 v=0,Ammonia,"1.1480579, 1.1480579",22( 4)0a-22( 4)0s,-17.0719,,6894.70445,6894.75955,JPL
221,NH3 v=0,Ammonia,"1.1528924, 1.1528924",23( 7)0a-23( 7)0s,-17.2789,,7358.64691,7358.70224,JPL
222,NH3 v=0,Ammonia,"1.1631937, 1.1631937",25(11)0a-25(11)0s,-18.3356,,8335.94419,8336.00002,JPL
223,NH3 v=0,Ammonia,"1.1727670000000001, 1.172767",25( 6)0a-25(-6)0s,-19.1416,,8708.35695,8708.41323,JPL
224,CH3OH vt = 0-2,Methanol,"1.19053, 1.19053",39( 3) - -39( 3) + vt=1,-12.6026,,2197.98962,2198.04675,JPL
225,CH3OH vt = 0-2,Methanol,"1.2114770000000001, 1.211477",28(-5) -27(-6) E2 vt=0,-9.5972,,1064.98088,1065.03902,JPL
226,NH3 v=0,Ammonia,"1.2231558, 1.2231558",22( 6)0a-22(-6)0s,-16.2257,,6804.75076,6804.80946,JPL
227,NH3 v=0,Ammonia,"1.2471162999999998, 1.2471163",22( 5)0a-22( 5)0s,-16.744,,6854.30627,6854.36612,JPL
228,H2CO,Formaldehyde,"1.2571533, 1.2571533","53( 8,45)-53( 8,46)",-15.6448,,5732.42943,5732.48976,CDMS
229,NH3 v=0,Ammonia,"1.2682171000000002, 1.2682171",26(13)0a-26(13)0s,-18.8133,,8809.07852,8809.13939,JPL
230,CH3OH vt = 0-2,Methanol,"1.2754770000000002, 1.275477",37( 3) - -36( 5) - vt=0,-13.5934,,1679.92499,1679.9862,JPL
231,NH3 v=0,Ammonia,"1.2793076, 1.2793076",23( 6)0a-23(-6)0s,-17.111,,7416.61418,7416.67558,JPL
232,CH3OH vt = 0-2,Methanol,"1.295417, 1.295417",20( 2) - -20( 2) + vt=1,-10.4529,,784.34905,784.41122,JPL
233,NH3 v=0,Ammonia,"1.3187357, 1.3187357",23( 8)0a-23( 8)0s,-16.9431,,7291.41728,7291.48057,JPL
234,NH3 v=0,Ammonia,"1.3304585, 1.3304585",21( 1)0a-21( 1)0s,-17.3625,,6375.29026,6375.35411,JPL
235,NH3 v=0,Ammonia,"1.3343841, 1.3343841",24(10)0a-24(10)0s,-17.4508,,7767.56036,7767.6244,JPL
236,CH3OH vt = 0-2,Methanol,"1.334617, 1.334617",29( 4) + -29( 4) - vt=0,-10.4927,,1089.07594,1089.13999,JPL
237,CH3OH vt = 0-2,Methanol,"1.357576, 1.357576",40( 3) - -40( 3) + vt=1,-12.631,,2290.16002,2290.22517,JPL
238,CH3OH vt = 0-2,Methanol,"1.360515, 1.360515",19( 3) - -19( 3) + vt=0,-9.6268,,490.58271,490.648,JPL
239,NH3 v=0,Ammonia,"1.3682998, 1.3682998",21( 2)0a-21( 2)0s,-16.7156,,6361.72397,6361.78963,JPL
240,CH3OH vt = 0-2,Methanol,"1.397297, 1.397297",39( 3) + -38( 4) + vt=1,-11.5572,,2197.922,2197.98905,JPL
241,NH3 v=0,Ammonia,"1.4261445, 1.4261445",25(12)0a-25(-12)0s,-17.6255,,8233.24345,8233.31189,JPL
242,H2CO,Formaldehyde,"1.428685, 1.428685","26( 5,21)-26( 5,22)",-9.0499,,1521.30981,1521.37838,CDMS
243,CH3OH vt = 0-2,Methanol,"1.44306, 1.44306",5( 1) - - 5( 1) + vt=1,-9.8995,,359.95114,360.0204,JPL
244,NH3 v=0,Ammonia,"1.4559494, 1.4559494",27(15)0a-27(-15)0s,-18.9462,,9271.66969,9271.73957,JPL
245,H2CO,Formaldehyde,"1.4644674, 1.4644674","44( 7,37)-44( 7,38)",-12.6004,,4028.5639,4028.63419,CDMS
246,CH3OH vt = 0-2,Methanol,"1.482224, 1.482224",17( 4) -18( 5) E1 vt=2,-12.3945,,1239.63013,1239.70126,JPL
247,NH3 v=0,Ammonia,"1.5235332, 1.5235332",21( 4)0a-21( 4)0s,-15.9375,,6307.28398,6307.3571,JPL
248,NH3 v=0,Ammonia,"1.5335384, 1.5335384",23( 9)0a-23(-9)0s,-16.2921,,7214.7817,7214.8553,JPL
249,H2CO,Formaldehyde,"1.547359, 1.547359","18( 4,14)-18( 4,15)",-8.4278,,786.49641,786.57067,CDMS
250,NH3 v=0,Ammonia,"1.5480624, 1.5480624",22( 7)0a-22( 7)0s,-16.099,,6745.91937,6745.99366,JPL
251,H2CO,Formaldehyde,"1.5555515, 1.5555515","35( 6,29)-35( 6,30)",-11.0227,,2623.80845,2623.88311,CDMS
252,CH3OH vt = 0-2,Methanol,"1.566361, 1.566361",21( 2) - -21( 2) + vt=1,-10.3693,,832.8557,832.93087,JPL
253,NH3 v=0,Ammonia,"1.6062719, 1.6062719",24(11)0a-24(11)0s,-17.0636,,7673.04074,7673.11783,JPL
254,NH3 v=0,Ammonia,"1.6068676000000004, 1.6068676",26(14)0a-26(14)0s,-18.3612,,8688.34209,8688.41921,JPL
255,CH3OH vt = 0-2,Methanol,"1.6165930000000004, 1.616593",11( 2) + -11( 2) - vt=0,-9.3029,,190.86273,190.94032,JPL
256,NH3 v=0,Ammonia,"1.6531001, 1.6531001",21( 5)0a-21( 5)0s,-15.6109,,6266.30958,6266.38891,JPL
257,CH3OH vt = 0-2,Methanol,"1.670411, 1.670411",22( 6) - -21( 7) - vt=0,-9.1,,780.13921,780.21938,JPL
258,CH3OH vt = 0-2,Methanol,"1.670425, 1.670425",22( 6) + -21( 7) + vt=0,-9.1,,780.13921,780.21938,JPL
259,H2CO,Formaldehyde,"1.671786, 1.671786","54( 8,46)-54( 8,47)",-15.6787,,5920.04817,5920.1284,CDMS
260,CH3OH vt = 0-2,Methanol,"1.72819, 1.72819",30( 4) + -30( 4) - vt=0,-10.3803,,1158.56702,1158.64996,JPL
261,NH3 v=0,Ammonia,"1.7419494, 1.7419494",20( 1)0a-20( 1)0s,-16.2765,,5812.32569,5812.40929,JPL
262,NH3 v=0,Ammonia,"1.746353, 1.746353",15( 3)0a-15(-3)0s,-11.2595,,3323.8917,3323.97551,JPL
263,NH3 v=0,Ammonia,"1.7573856, 1.7573856",28(17)0a-28(17)0s,-19.6342,,9723.29702,9723.38136,JPL
264,NH3 v=0,Ammonia,"1.7688554, 1.7688554",22( 8)0a-22( 8)0s,-15.7643,,6677.69152,6677.77641,JPL
265,NH3 v=0,Ammonia,"1.7750307, 1.7750307",25(13)0a-25(13)0s,-17.4972,,8120.64541,8120.7306,JPL
266,NH3 v=0,Ammonia,"1.7903672, 1.7903672",20( 2)0a-20( 2)0s,-15.6302,,5798.57221,5798.65814,JPL
267,NH3 v=0,Ammonia,"1.8138507, 1.8138507",23(10)0a-23(10)0s,-16.2258,,7128.56579,7128.65284,JPL
268,CH3OH vt = 0-2,Methanol,"1.819795, 1.819795",4( 1) - - 4( 1) + vt=2,-10.0875,,705.86278,705.95012,JPL
269,CH3OH vt = 0-2,Methanol,"1.836686, 1.836686",20( 3) - -20( 3) + vt=0,-9.4466,,536.94415,537.03229,JPL
270,CH3OH vt = 0-2,Methanol,"1.8773540000000002, 1.877354",22( 2) - -22( 2) + vt=1,-10.2956,,883.66006,883.75016,JPL
271,NH3 v=0,Ammonia,"1.9040728, 1.9040728",27(16)0a-27(16)0s,-18.7506,,9132.52422,9132.6156,JPL
272,NH3 v=0,Ammonia,"1.9155858, 1.9155858",21( 6)0a-21(-6)0s,-14.9479,,6216.03885,6216.13079,JPL
273,H2CO,Formaldehyde,"1.942452, 1.942452","11( 3, 8)-11( 3, 9)",-7.1425,,336.86322,336.95645,CDMS
274,NH3 v=0,Ammonia,"1.964507, 1.964507",24(12)0a-24(-12)0s,-16.3552,,7568.68772,7568.782,JPL
275,H2CO,Formaldehyde,"1.9809892, 1.9809892","45( 7,38)-45( 7,39)",-12.5766,,4185.4435,4185.53857,CDMS
276,NH3 v=0,Ammonia,"1.9918542, 1.9918542",20( 4)0a-20( 4)0s,-14.853,,5743.38853,5743.48412,JPL
277,CH3OH vt = 0-2,Methanol,"2.019508, 2.019508",6( 1) - - 6( 1) + vt=1,-9.708,,373.82807,373.92499,JPL
278,NH3 v=0,Ammonia,"2.047441, 2.047441",21( 7)0a-21( 7)0s,-14.968,,6156.36607,6156.46433,JPL
279,NH3 v=0,Ammonia,"2.0551462000000003, 2.0551462",22( 9)0a-22(-9)0s,-15.1141,,6599.90723,6600.00586,JPL
280,H2CO,Formaldehyde,"2.0632620000000004, 2.063262","27( 5,22)-27( 5,23)",-8.8851,,1615.80972,1615.90874,CDMS
281,NH3 v=0,Ammonia,"2.065654, 2.065654",26(15)0a-26(-15)0s,-17.5863,,8557.3435,8557.44263,JPL
282,H2CO,Formaldehyde,"2.1572175000000002, 2.1572175","36( 6,30)-36( 6,31)",-10.9346,,2749.62201,2749.72554,CDMS
283,NH3 v=0,Ammonia,"2.1586480000000003, 2.158648",20( 5)0a-20( 5)0s,-14.5274,,5701.84495,5701.94855,JPL
284,NH3 v=0,Ammonia,"2.1800351, 2.1800351",23(11)0a-23(11)0s,-15.8395,,7032.56971,7032.67433,JPL
285,H2CO,Formaldehyde,"2.2094463, 2.2094463","55( 8,47)-55( 8,48)",-15.723,,6111.11176,6111.21779,CDMS
286,CH3OH vt = 0-2,Methanol,"2.216303, 2.216303",31( 4) + -31( 4) - vt=0,-10.2792,,1230.36302,1230.46939,JPL
287,CH3OH vt = 0-2,Methanol,"2.232047, 2.232047",23( 2) - -23( 2) + vt=1,-10.2312,,936.76069,936.86781,JPL
288,NH3 v=0,Ammonia,"2.2435656, 2.2435656",25(14)0a-25(14)0s,-17.0459,,7997.88104,7997.98871,JPL
289,NH3 v=0,Ammonia,"2.2437424, 2.2437424",29(19)0a-29(19)0s,-19.9663,,10163.25449,10163.36217,JPL
290,NH3 v=0,Ammonia,"2.2461835000000003, 2.2461835",19( 1)0a-19( 1)0s,-15.241,,5273.2421,5273.34989,JPL
291,CH3OH vt = 0-2,Methanol,"2.260312, 2.260312",12( 2) + -12( 2) - vt=0,-9.097,,218.6914,218.79987,JPL
292,NH3 v=0,Ammonia,"2.3074068000000003, 2.3074068",19( 2)0a-19( 2)0s,-14.595,,5259.30446,5259.41519,JPL
293,NH3 v=0,Ammonia,"2.3272207, 2.3272207",20( 6)0a-20(-6)0s,-13.9272,,5650.87643,5650.98811,JPL
294,CH3OH vt = 0-2,Methanol,"2.328191, 2.328191",34(14) + -35(15) - vt=2 - vt=1,-11.578,,2976.15916,2976.27089,JPL
295,NH3 v=0,Ammonia,"2.3367666, 2.3367666",21( 8)0a-21( 8)0s,-14.6342,,6087.1472,6087.25934,JPL
296,H2CO,Formaldehyde,"2.360186, 2.360186","19( 4,15)-19( 4,16)",-8.1817,,853.03587,853.14914,CDMS
297,NH3 v=0,Ammonia,"2.3758224, 2.3758224",28(18)0a-28(-18)0s,-18.7889,,9565.20224,9565.31626,JPL
298,HDO,Water,"2.39456, 2.39456","6( 4, 2)- 6( 4, 3)",-7.4536,,825.69567,825.81059,JPL
299,NH3 v=0,Ammonia,"2.4270357, 2.4270357",22(10)0a-22(10)0s,-15.0487,,6512.38535,6512.50182,JPL
300,NH3 v=0,Ammonia,"2.4412547, 2.4412547",24(13)0a-24(13)0s,-16.2273,,7454.25252,7454.36968,JPL
301,CH3OH vt = 0-2,Methanol,"2.442865, 2.442865",21( 3) - -21( 3) + vt=0,-9.2816,,585.61625,585.73349,JPL
302,H2CO,Formaldehyde,"2.483408, 2.483408","5( 2, 3)- 5( 2, 4)",-7.0899,,99.53747,99.65665,CDMS
303,CH3OH vt = 0-2,Methanol,"2.502768, 2.502768",2( 1) - - 2( 1) + vt=0,-8.5596,,21.44341,21.56352,JPL
304,NH3 v=0,Ammonia,"2.529659, 2.529659",27(17)0a-27(17)0s,-18.2296,,8982.651,8982.7724,JPL
305,HDO,Water,"2.5400234999999998, 2.5400235","15( 7, 8)-15( 7, 9)",-11.5086,,3726.39443,3726.51633,JPL
306,CH3OH vt = 0-2,Methanol,"2.5584409999999997, 2.558441",37(15) + -36(17) - vt=2 - vt=1,-13.7377,,3248.06341,3248.1862,JPL
307,NH3 v=0,Ammonia,"2.5647008000000002, 2.5647008",19( 4)0a-19( 4)0s,-13.8186,,5203.38556,5203.50865,JPL
308,CH3OH vt = 0-2,Methanol,"2.5814150000000002, 2.581415",13(-6) -12(-7) E2 vt=1,-9.0951,,703.83987,703.96376,JPL
309,CH3OH vt = 0-2,Methanol,"2.6342220000000003, 2.634222",24( 2) - -24( 2) + vt=1,-10.1756,,992.15616,992.28259,JPL
310,CH3OH vt = 0-2,Methanol,"2.6472700000000002, 2.64727",39( 3) - -38( 4) - vt=1,-11.0022,,2197.91912,2198.04617,JPL
311,H2CO,Formaldehyde,"2.6592584, 2.6592584","46( 7,39)-46( 7,40)",-12.5644,,4345.79988,4345.9275,CDMS
312,NH3 v=0,Ammonia,"2.6630801, 2.6630801",23(12)0a-23(-12)0s,-15.1315,,6926.56497,6926.69278,JPL
313,NH3 v=0,Ammonia,"2.6677545, 2.6677545",20( 7)0a-20( 7)0s,-13.8863,,5590.36167,5590.4897,JPL
314,CH3OH vt = 0-2,Methanol,"2.691462, 2.691462",7( 1) - - 7( 1) + vt=1,-9.5527,,390.01565,390.14482,JPL
315,NH3 v=0,Ammonia,"2.6983959, 2.6983959",26(16)0a-26(16)0s,-17.3894,,8415.75284,8415.88234,JPL
316,CH3OH vt = 0-2,Methanol,"2.71016, 2.71016",23( 4) -22( 3) E1 vt=1,-8.4415,,1001.31393,1001.44399,JPL
317,NH3 v=0,Ammonia,"2.711731000000001, 2.711731",21( 9)0a-21(-9)0s,-13.9848,,6008.22239,6008.35253,JPL
318,CH3OH vt = 0-2,Methanol,"2.72909, 2.72909",5( 1) - - 5( 1) + vt=2,-9.8372,,717.40315,717.53412,JPL
319,NH3 v=0,Ammonia,"2.7767845, 2.7767845",19( 5)0a-19( 5)0s,-13.4938,,5161.28115,5161.41441,JPL
320,CH3OH vt = 0-2,Methanol,"2.816374, 2.816374",32( 4) + -32( 4) - vt=0,-10.1888,,1304.46104,1304.59621,JPL
321,CH3OH vt = 0-2,Methanol,"2.827172, 2.827172",29( 5) -30( 4) E1 vt=1,-10.269,,1437.35147,1437.48716,JPL
322,NH3 v=0,Ammonia,"2.8527972, 2.8527972",18( 1)0a-18( 1)0s,-14.2557,,4758.40002,4758.53694,JPL
323,CH3OH vt = 0-2,Methanol,"2.864044, 2.864044",30(13) -31(15) E1 vt=1 - vt=0,-14.3834,,2273.97962,2274.11707,JPL
324,NH3 v=0,Ammonia,"2.8820452, 2.8820452",25(15)0a-25(-15)0s,-16.2699,,7864.64531,7864.78362,JPL
325,H2CO,Formaldehyde,"2.9024837000000008, 2.9024837","56( 8,48)-56( 8,49)",-15.7775,,6305.61846,6305.75776,CDMS
326,NH3 v=0,Ammonia,"2.9140357, 2.9140357",22(11)0a-22(11)0s,-14.6628,,6414.91754,6415.0574,JPL
327,CH3OH vt = 0-2,Methanol,"2.925982, 2.925982",11( 2) -10( 3) E1 vt=0,-7.9885,,175.38446,175.52489,JPL
328,NH3 v=0,Ammonia,"2.9294711, 2.9294711",18( 2)0a-18( 2)0s,-13.61,,4744.28182,4744.42241,JPL
329,H2CO,Formaldehyde,"2.93693, 2.93693","28( 5,23)-28( 5,24)",-8.7376,,1713.82123,1713.96218,CDMS
330,H2CO,Formaldehyde,"2.9617743, 2.9617743","37( 6,31)-37( 6,32)",-10.8602,,2878.93465,2879.07679,CDMS
331,HDO,Water,"2.9742727, 2.9742727","12( 6, 6)-12( 6, 7)",-9.6713,,2526.88868,2527.03142,JPL
332,CH3OH vt = 0-2,Methanol,"2.977438, 2.977438",24(17) + -25(18) + vt=2,-10.6059,,2925.03107,2925.17397,JPL
333,NH3 v=0,Ammonia,"3.0418049, 3.0418049",20( 8)0a-20( 8)0s,-13.553,,5520.16199,5520.30797,JPL
334,HDO,Water,"3.04471, 3.04471","9( 5, 4)- 9( 5, 5)",-8.2822,,1557.87698,1558.0231,JPL
335,NH3 v=0,Ammonia,"3.0588271, 3.0588271",30(21)0a-30(-21)0s,-19.9327,,10590.48505,10590.63185,JPL
336,CH3OH vt = 0-2,Methanol,"3.077467, 3.077467",13( 2) + -13( 2) - vt=0,-8.9157,,248.83216,248.97986,JPL
337,NH3 v=0,Ammonia,"3.0835131, 3.0835131",24(14)0a-24(14)0s,-15.7752,,7329.45358,7329.60156,JPL
338,NH3 v=0,Ammonia,"3.0870754, 3.0870754",19( 6)0a-19(-6)0s,-12.8666,,5109.61914,5109.76729,JPL
339,CH3OH vt = 0-2,Methanol,"3.087783, 3.087783",25( 2) - -25( 2) + vt=1,-10.1284,,1049.84359,1049.99178,JPL
340,NH3 v=0,Ammonia,"3.1398382, 3.1398382",29(20)0a-29(20)0s,-19.3717,,9985.45923,9985.60992,JPL
341,NH3 v=0,Ammonia,"3.1998270000000004, 3.199827",21(10)0a-21(10)0s,-13.9196,,5919.40288,5919.55645,JPL
342,CH3OH vt = 0-2,Methanol,"3.205301, 3.205301",22( 3) - -22( 3) + vt=0,-9.1309,,636.59614,636.74997,JPL
343,H2CO,Formaldehyde,"3.225423, 3.225423","12( 3, 9)-12( 3,10)",-6.8004,,378.87397,379.02877,CDMS
344,NH3 v=0,Ammonia,"3.2538023, 3.2538023",18( 4)0a-18( 4)0s,-12.8339,,4687.63922,4687.79538,JPL
345,NH3 v=0,Ammonia,"3.2690654, 3.2690654",28(19)0a-28(19)0s,-18.5182,,9395.78608,9395.94297,JPL
346,CH3OH vt = 0-2,Methanol,"3.279976, 3.279976",4( 1) - 3( 0) E1 vt=1,-8.228,,314.46879,314.6262,JPL
347,CH3OH vt = 0-2,Methanol,"3.2899360000000004, 3.289936",14(10) -15( 7) E1 vt=1 - vt=2,-15.585,,1156.10673,1156.26462,JPL
348,HDO,Water,"3.2967589, 3.2967589","5( 0, 5)- 4( 2, 2)",-8.7105,,319.17083,319.32905,JPL
349,NH3 v=0,Ammonia,"3.30691, 3.30691",23(13)0a-23(13)0s,-15.0031,,6810.29189,6810.4506,JPL
350,CH3OH vt = 0-2,Methanol,"3.343669, 3.343669",32( 8) + -33( 7) + vt=0,-9.355,,1543.15852,1543.31899,JPL
351,CH3OH vt = 0-2,Methanol,"3.343735, 3.343735",32( 8) - -33( 7) - vt=0,-9.355,,1543.15852,1543.31899,JPL
352,CH3OH vt = 0-2,Methanol,"3.3873560000000005, 3.387356",4( 0) - 3( 2) E1 vt=0,-12.6449,,36.17208,36.33465,JPL
353,NH3 v=0,Ammonia,"3.4207756, 3.4207756",27(18)0a-27(-18)0s,-17.3805,,8821.64271,8821.80688,JPL
354,NH3 v=0,Ammonia,"3.425948600000001, 3.4259486",19( 7)0a-19( 7)0s,-12.8535,,5048.27925,5048.44367,JPL
355,CH3OH vt = 0-2,Methanol,"3.458655, 3.458655",8( 1) - - 8( 1) + vt=1,-9.4255,,408.5139,408.67989,JPL
356,CH3OH vt = 0-2,Methanol,"3.4606550000000005, 3.460655",31( 4) -32( 2) E1 vt=0,-11.4595,,1245.04709,1245.21318,JPL
357,CH3OH vt = 0-2,Methanol,"3.513312, 3.513312",28(12) + -29(14) - vt=1 - vt=0,-12.1734,,1981.72398,1981.89259,JPL
358,H2CO,Formaldehyde,"3.518794, 3.518794","20( 4,16)-20( 4,17)",-7.9596,,923.08995,923.25882,CDMS
359,NH3 v=0,Ammonia,"3.5205681, 3.5205681",18( 5)0a-18( 5)0s,-12.5095,,4644.98419,4645.15315,JPL
360,NH3 v=0,Ammonia,"3.5271164, 3.5271164",20( 9)0a-20(-9)0s,-12.9037,,5440.10732,5440.27659,JPL
361,H2CO,Formaldehyde,"3.5434671, 3.5434671","47( 7,40)-47( 7,41)",-12.5637,,4509.63189,4509.80195,CDMS
362,CH3OH vt = 0-2,Methanol,"3.547921, 3.547921",33( 4) + -33( 4) - vt=0,-10.1088,,1380.8611,1381.03137,JPL
363,NH3 v=0,Ammonia,"3.5569732, 3.5569732",22(12)0a-22(-12)0s,-13.9544,,6307.26528,6307.43598,JPL
364,NH3 v=0,Ammonia,"3.5712341000000007, 3.5712341",17( 1)0a-17( 1)0s,-13.32,,4268.15601,4268.3274,JPL
365,NH3 v=0,Ammonia,"3.5864140000000004, 3.586414",26(17)0a-26(17)0s,-16.8651,,8263.1943,8263.36642,JPL
366,CH3OH vt = 0-2,Methanol,"3.596753, 3.596753",26( 2) - -26( 2) + vt=1,-10.0893,,1109.82298,1109.9956,JPL
367,NH3 v=0,Ammonia,"3.666374, 3.666374",17( 2)0a-17( 2)0s,-12.6744,,4253.86141,4254.03736,JPL
368,NH3 v=0,Ammonia,"3.765315700000001, 3.7653157",25(16)0a-25(16)0s,-16.0705,,7720.59176,7720.77246,JPL
369,CH3OH vt = 0-2,Methanol,"3.819712, 3.819712",6( 1) - - 6( 1) + vt=2,-9.6341,,731.24986,731.43317,JPL
370,NH3 v=0,Ammonia,"3.8389987000000008, 3.8389987",21(11)0a-21(11)0s,-13.5335,,5820.47142,5820.65567,JPL
371,NH3 v=0,Ammonia,"3.8596889, 3.8596889",18( 6)0a-18(-6)0s,-11.8941,,4592.64352,4592.82875,JPL
372,CH3OH vt = 0-2,Methanol,"3.862312, 3.862312",36( 2) -36( 1) E1 vt=0,-11.9921,,1562.81642,1563.00178,JPL
373,NH3 v=0,Ammonia,"3.9036443, 3.9036443",19( 8)0a-19( 8)0s,-12.5203,,4977.11142,4977.29876,JPL
374,CH3OH vt = 0-2,Methanol,"3.913819, 3.913819",24(a0) -25(a3) E1 vt=2 - vt=1,-17.2221,,1944.62246,1944.81029,JPL
375,CH3OH vt = 0-2,Methanol,"3.927125, 3.927125",31( 1) - -30( 3) - vt=1,-12.301,,1471.32224,1471.51071,JPL
376,NH3 v=0,Ammonia,"3.9601658000000004, 3.9601658",24(15)0a-24(-15)0s,-14.9974,,7193.97092,7194.16098,JPL
377,H2CO,Formaldehyde,"4.0276626, 4.0276626","38( 6,32)-38( 6,33)",-10.799,,3011.74595,3011.93925,CDMS
378,NH3 v=0,Ammonia,"4.0704672, 4.0704672",17( 4)0a-17( 4)0s,-11.8983,,4196.5095,4196.70485,JPL
379,CH3OH vt = 0-2,Methanol,"4.091782, 4.091782",12( 3) + -11( 0) + vt=1,-11.3623,,576.46856,576.66494,JPL
380,CH3OH vt = 0-2,Methanol,"4.0957170000000005, 4.095717",14( 2) + -14( 2) - vt=0,-8.756,,281.28503,281.48159,JPL
381,CH3OH vt = 0-2,Methanol,"4.1172640000000005, 4.117264",20(a5) -21(a7) E1 vt=2 - vt=1,-11.9142,,2287.4019,2287.59949,JPL
382,H2CO,Formaldehyde,"4.1242742, 4.1242742","29( 5,24)-29( 5,25)",-8.6066,,1815.34463,1815.54256,CDMS
383,CH3OH vt = 0-2,Methanol,"4.153689, 4.153689",23( 3) - -23( 3) + vt=0,-8.9935,,689.88382,690.08316,JPL
384,NH3 v=0,Ammonia,"4.1589864, 4.1589864",20(10)0a-20(10)0s,-12.8384,,5350.0017,5350.2013,JPL
385,CH3OH vt = 0-2,Methanol,"4.162958, 4.162958",36(12) + -35(10) - vt=0 - vt=1,-14.2671,,2259.78617,2259.98596,JPL
386,CH3OH vt = 0-2,Methanol,"4.165263, 4.165263",27( 2) - -27( 2) + vt=1,-10.0579,,1172.09145,1172.29135,JPL
387,NH3 v=0,Ammonia,"4.1749745, 4.1749745",23(14)0a-23(14)0s,-14.5498,,6683.45523,6683.65559,JPL
388,NH3 v=0,Ammonia,"4.176257, 4.176257",17(-3)0s-17( 3)0a,-11.8734,,4229.98835,4230.18878,JPL
