Number,Species,Chemical Name,TMZ,Resolved QNs,CDMS/JPL Intensity,Lovas/AST Intensity,EL(K),EU(K),Linelist,
112,H2CO,Formaldehyde,"3.8201199999999996E-5, 3.82E-5","18( 5,13)-18( 5,14)",-11.1206,,891.63458,891.63641,CDMS
113,H2CO,Formaldehyde,"4.33753E-5, 4.338E-5","34( 7,27)-34( 7,28)",-13.5405,,2651.15283,2651.15491,CDMS
114,H2CO,Formaldehyde,"4.71301E-5, 4.713E-5","26( 6,20)-26( 6,21)",-12.5116,,1648.93579,1648.93805,CDMS
115,H2CO,Formaldehyde,"4.81222E-5, 4.812E-5","52( 9,43)-52( 9,44)",-17.8918,,5739.79046,5739.79277,CDMS
116,H2CO,Formaldehyde,"4.92821E-5, 4.928E-5","43( 8,35)-43( 8,36)",-15.9139,,4046.07616,4046.07853,CDMS
117,HDO,Water,"5.46183E-5, 5.462E-5","4( 4, 0)- 4( 4, 1)",-10.2126,,578.85836,578.86098,JPL
118,H2CO,Formaldehyde,"5.48083E-5, 5.481E-5","6( 3, 3)- 6( 3, 4), F= 7- 6",-11.8665,,179.40294,179.40557,CDMS
119,H2CO,Formaldehyde,"5.48147E-5, 5.481E-5","6( 3, 3)- 6( 3, 4), F= 6- 5",-11.8672,,179.40294,179.40557,CDMS
120,H2CO,Formaldehyde,"5.48174E-5, 5.482E-5","6( 3, 3)- 6( 3, 4), F= 5- 5",-10.3231,,179.40294,179.40557,CDMS
121,H2CO,Formaldehyde,"5.48174E-5, 5.482E-5","6( 3, 3)- 6( 3, 4), F= 6- 6",-10.2593,,179.40294,179.40557,CDMS
122,H2CO,Formaldehyde,"5.48174E-5, 5.482E-5","6( 3, 3)- 6( 3, 4), F= 7- 7",-10.1851,,179.40294,179.40557,CDMS
123,H2CO,Formaldehyde,"5.48175E-5, 5.482E-5","6( 3, 3)- 6( 3, 4)",-9.7612,,179.40294,179.40557,CDMS
